VÍNCULO;CATEGORIA;CARGO;REFERÊNCIA CARGO;SÍMBOLO FUNÇÃO;ANO EXERCÍCIO;LOTAÇÃO EXERCÍCIO; TIPO FOLHA;REMUN_BASICA;VANT_PESSOAIS;FUNC_COMISSIONADA;GRAT_NATALINA;HORAS_EXTRAS;OUTRAS_EVENTUAIS;ABONO_PERMANENCIA;REVERSAO_TETO_CONST;IMPOSTO_RENDA;PREVIDENCIA;FALTAS;REM_LIQUIDA;DIARIAS;AUXILIOS;VANT_INDENIZATORIAS
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2010;Bloco Parlamentar Vanguarda;Normal;2867,96;0;0;0;0;0;0;0;-38,45;-261,54;0;2567,97;0;1322,08;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Gabinete do Senador Flávio Arns;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2009;Serviço de Consignações Facultativas;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Serviço de Atendimento Operacional;Normal;2867,96;0;0;0;0;0;0;0;-24,23;-261,54;0;2582,19;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Escritório de Apoio do Senador Jarbas Vasconcelos;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Escritório Apoio 1 do Senador Randolfe Rodrigues;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Escritório de Apoio do Senador Sérgio Petecão;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2020;Escritório de Apoio 1 do Senador Rogério Carvalho;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Gabinete do Senador Jayme Campos;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1027;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Escritório de Apoio do Senador Acir Gurgacz;Normal;2867,96;0;0;0;0;0;0;0;-38,45;-261,54;0;2567,97;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Serviço de Cadastro Parlam. e Pessoal Comissionado;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1051;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Serviço de Planejamento e Controle;Normal;2867,96;0;0;0;0;0;0;0;-24,23;-261,54;0;2582,19;0;1101,46;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Conselho de Estudos Políticos do Senado Federal;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Serviço de Atendimento a Beneficiários;Normal;2867,96;0;0;0;0;0;0;0;-38,45;-261,54;0;2567,97;0;1039,5;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Escritório de Apoio do Senador Fernando Collor;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2012;Escritório de Apoio do Senador Ciro Nogueira;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2012;Escritório de Apoio do Senador Sérgio Petecão;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2012;Escritório de Apoio do Senador Ciro Nogueira;Normal;2867,96;0;0;0;0;0;0;0;-24,23;-261,54;0;2582,19;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2012;Gabinete do Senador Fernando Collor;Normal;2867,96;0;0;0;0;0;0;0;-38,45;-261,54;0;2567,97;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2012;Serviço de Suporte à Infraestrutura de Aplicações;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2012;Escritório de Apoio 1 do Senador Elmano Férrer;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2013;Coordenação de Apoio Logístico;Normal;2867,96;0;0;0;0;0;0;0;-38,45;-261,54;0;2567,97;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2012;Escritório de Apoio do Senador Sérgio Petecão;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2013;Serviço de Registro e Controle de Pessoal Efetivo;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1027;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2013;Bloco Parlamentar Vanguarda;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Serviço de Publicação da SEGP;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2013;Gabinete do Senador Fernando Collor;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Secretaria de Finanças, Orçamento e Contabilidade;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2017;Bloco Parlamentar da Resistência Democrática;Normal;2867,96;0;0;0;0;0;0;0;-38,86;-261,54;0;2567,56;0;1069;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2013;Escritório de Apoio do Senador Fernando Collor;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2013;Coordenação de Controle e Validação de Processos;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Escritório de Apoio Senadora Maria do Carmo Alves;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Diretoria Executiva do ILB;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1181,5;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Consultoria Legislativa;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Serviço de Apoio Administrativo;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1179,08;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Núcleo de Coordenação de Ações Socioambientais;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Serviço de Apoio Administrativo do GBDGER;Normal;2867,96;0;0;0;0;0;0;0;-38,45;-261,54;0;2567,97;0;1022;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Serviço de Instrução Processual da COPELI;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1005,95;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Serviço de Planejamento e Controle;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1022;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Serviço de Contratos;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1059,57;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Secretaria de Administração de Contratações;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1011,26;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Serviço de Instrução Processual da COPELI;Normal;2867,96;0;0;0;0;0;0;0;-38,45;-261,54;0;2567,97;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Coordenação de Administração de Pessoal;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1027;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Gabinete Administrativo da DEXILB;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1022;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2018;Núcleo de Mídias Sociais;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Gabinete Administrativo da SEGP;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1061,73;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2020;Gabinete da Liderança do MDB;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Coordenação de Apoio a Órgãos Técnicos;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1045,84;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Secretaria de Comissões;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1012;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Serviço de Controle de Frequência;Normal;2867,96;0;0;0;0;0;0;0;-38,45;-261,54;0;2567,97;0;1109,99;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Gabinete do Senador Fernando Collor;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1022;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Coordenação das Matérias Legislativas do CN;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1022;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Escritório de Apoio 1 do Senador Elmano Férrer;Normal;2867,96;0;0;0;0;0;0;0;-24,23;-261,54;0;2582,19;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete da Senadora Rose de Freitas;Normal;2864,01;0;0;0;0;0;0;0;-52,67;-261,54;0;2549,8;0;1002;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete da Senadora Rose de Freitas;Suplementar;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,95;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete da Liderança do PDT;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Coordenação de Serviços Gerais;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Procuradoria da Mulher;Normal;2867,96;0;0;0;0;0;0;0;-38,45;-261,54;0;2567,97;0;1022;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Escritório de Apoio 1 do Senador Elmano Férrer;Normal;2867,96;0;0;0;0;0;0;0;-38,45;-261,54;0;2567,97;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2017;Núcleo de Mídias Sociais;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete do Senador Wellington Fagundes;Normal;2867,96;0;0;0;0;0;0;0;-38,45;-261,54;0;2567,97;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete da Senadora Maria do Carmo Alves;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Escritório de Apoio 1 do Senador Otto Alencar;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Gabinete do Senador Paulo Paim;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1037,9;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2021;Gabinete da Liderança do PROS;Normal;3380,09;0;0;0;0;0;0;0;-107,21;-299,94;0;2972,94;0;1116,22;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete da Senadora Maria do Carmo Alves;Normal;2867,96;0;0;0;0;0;0;0;-10,01;-261,54;0;2596,41;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Serviço de Contratos;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1007;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete da Liderança do PDT;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1179,08;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Escritório de Apoio 1 do Senador Roberto Rocha;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2018;Serviço de Apoio Administrativo do GBDGER;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1007;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Serviço de Atendimento Operacional;Normal;2867,96;0;0;0;0;0;0;0;0;-261,54;0;2606,42;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Serviço de Cadastro Parlam. e Pessoal Comissionado;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2018;Assessoria Técnica da DIRECON;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1052;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Coordenação de Capacitação, Treinamento e Ensino;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1007;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2017;Serviço de Cadastro Parlam. e Pessoal Comissionado;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete da Liderança do Democratas;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;1007;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Escritório de Apoio 1 do Senador Elmano Férrer;Normal;2867,96;0;0;0;0;0;0;0;-52,67;-261,54;0;2553,75;0;982,28;0
